"title","authors","year_published","type","total_citations","2020","2021","2022","2023","2024","2025","2026","matched_keywords","matched_go_words","source_syllabi"
"Introduction: Inventing Traditions","Eric Hobsbawm","1984","chapter","1","1","0","0","0","0","0","0","","","2020cprize-17"
"Introduction: Middle East Environmental History","Alan Mikhail","2013","chapter","1","1","0","0","0","0","0","0","environmental","history","2020cprize-17"
"Introduction: Modern Wind Energy and its Origins (in Wind Energy Explained: Theory, Design Application)","J.F. Manwell; J.G. McGowan; A.L. Rogers","2009","chapter","1","0","0","0","1","0","0","0","energy","energy, theory, design","2023cprize-17"
"Introduction: Olmsted and Vaux and the Progress of the American Park Movement (in The Best Planned City in the World)","Francis R. Kowsky","2013","chapter","1","0","0","0","1","0","0","0","world","world, city, park","2023cprize-15"
"Introduction: Reading Technical Lands (in Technical Lands: A Critical Primer)","Jeffery S. Nesbit; Charles Waldheim","2023","chapter","1","0","0","0","0","1","0","0","critical","technology, technical, critical","2024cprize-31"
"Introduction: the Conventions and Rhetoric of Architectural Drawing","James Ackerman","","chapter","1","1","0","0","0","0","0","0","","drawing","2020cprize-54"
"Inventing Caribbean Climates: How Science, Medicine, and Tourism Changed Tropical Weather from Deadly to Healthy","Mark Carey","2011","article","1","0","0","0","1","0","0","0","science","science, weather","2023cprize-15"
"Inventing Pollution: Coal, Smoke, and Culture in Britain since 1800","Peter Thorsheim","2017","book","1","0","0","0","1","0","0","0","","culture","2023cprize-14"
"Inventing the Future: Postcapitalism and a World Without Work","Nick Srnicek; Alex Williams","2015","book","1","1","0","0","0","0","0","0","future, world","world, future","2020cprize-25"
"Inventory of Carbon & Energy (ICE) Database","G.P. Hammond; C.I. Jones","2011","report","1","0","0","0","0","0","0","1","energy, carbon","energy, carbon","2026cprize-49"
"Investigation of Climate-Adaptive Thermal Effects of a Double-Sided Hydronic Loop Embedded in an Opaque Building Envelope","Y. Hwang; A. Wasti; T. Borca-Tasciuc; A. Tsamis","2025","article","1","0","0","0","0","0","0","1","climate","building, adaptive, climate","2026cprize-66"
"Investigative Aesthetics: Conflicts and Commons in the Politics of Truth","Matthew Fuller; Eyal Weizman","2021","book","1","0","0","0","0","0","0","1","","","2026cprize-65"
"Invisible Governance: The Art of African Micro-Politics","David Hecht; A. M. Simone","1994","book","1","0","0","0","0","1","0","0","","","2024cprize-42"
"Invisible Houston: The Black Experience in Boom and Bust","Robert Bullard","","book","1","0","1","0","0","0","0","0","experience","experience","2021cprize-49"
"Invitation to the Dance: Sustainability and the Expanded Realm of Design","Peter Buchanan","","chapter","1","1","0","0","0","0","0","0","sustainable","sustainability, design","2020cprize-68"
"Iran's Global Petroleumscape","Carola Hein; Mohamad Sedighi","","article","1","1","0","0","0","0","0","0","global","global","2020cprize-29"
"Is Computer Programming Beneficial to Architects and Architecture Students for Complex Modeling and Informed Performative Design Decisions?","Rania Labib","","other","1","0","1","0","0","0","0","0","","model, design, architecture","2021cprize-58"
"Is Landscape Painting?","Vittoria di Palma","","article","1","0","0","0","0","1","0","0","","landscape","2024cprize-05"
"Is LEED Tough Enough for the Climate-Change Era?","Brian Barth","","article","1","0","0","0","1","0","0","0","climate, change","climate, change, leed","2023cprize-19"
"Is There Really a Moral Case for Coal?","Janna Thompson","","article","1","0","1","0","0","0","0","0","","","2021cprize-54"
"Is This Gitmo, or Club Med?","Mary Louise Pratt","2016","article","1","0","0","0","1","0","0","0","","","2023cprize-15"
"Island Life: The Eco-Imaginary of Capitalism","D. Spencer","2019","article","1","0","1","0","0","0","0","0","","capitalism","2021cprize-16"
"Islands at the Edge of Time: A Journey To America's Barrier Islands","G. Hansen","1996","book","1","0","0","1","0","0","0","0","","","2022cprize-06"
"Islands behind Islands: An Unappreciated Coastal Landform Category","J. A. G. Cooper; O. H. Pilkey; D. A. Lewis","2007","article","1","0","0","1","0","0","0","0","","coast","2022cprize-06"
"ISO 14044 Environmental management: life cycle assessment: requirements and guidelines","International Organization for Standardization","2006","report","1","0","0","0","0","0","1","0","environmental","management","2025cprize-11"
"ISO 14044: Environmental Management, Life Cycle Assessment, Requirements and Guidelines","International Organization for Standardization","2006","report","1","0","1","0","0","0","0","0","environmental","management","2021cprize-57"
"ISO 14075 Principles and framework for social life cycle assessment","International Organization for Standardization","2024","report","1","0","0","0","0","0","1","0","","social","2025cprize-11"
"ISO 15686 Economic life cycle costing","International Organization for Standardization","2017","report","1","0","0","0","0","0","1","0","economic","economy","2025cprize-11"
"ISO 37123-2019. Sustainable cities and communities: indicators for resilient cities","ISO","2019","report","1","0","0","0","0","0","1","0","sustainable, community","resiliency, sustainability","2025cprize-24"
"Isometric Systems in Isotropic Space","Agnes Denes","1974","other","1","0","0","1","0","0","0","0","systems","system, space","2022cprize-28"
"Ist Fortschritt ein Verbrechen? Umweltplanung statt Weltuntergang","Victor Gruen","1975","book","1","1","0","0","0","0","0","0","","","2020cprize-05"
"IStructE","IStructE","","website","1","0","0","0","0","0","1","0","","","2025cprize-33"
"It's Giving: Rules for a Generous School","Charlotte Malterre-Barthes; Zosia Dzierżawska","2024","article","1","0","0","0","0","0","0","1","","","2026cprize-15"
"It's Not Climate Change—It's Everything Change","Margaret Atwood","2017","chapter","1","0","1","0","0","0","0","0","climate, change","climate, change","2021cprize-60"
"IV Taller Internacional de Vivienda Popular","Ana María Durán Calisto","2007","book","1","0","0","0","0","1","0","0","","","2024cprize-03"
"Jagged Worldviews Colliding (in Reclaiming Indigenous Voice and Vision)","L. Little Bear","2000","chapter","1","0","1","0","0","0","0","0","","indigenous","2021cprize-21"
"Japanese Told to Beat the Heat with Hawaiian Shirts","Louisa Lim","2011","article","1","0","1","0","0","0","0","0","","heat","2021cprize-33"
"Jevons Paradox","Blake Alcott","2005","article","1","0","0","0","0","0","1","0","","","2025cprize-01"
"Joan Jonas: The shape, the scent, the feel of things","Joan Jonas; Lynne Cooke; Karen Kelly (ed.)","2006","book","1","0","0","0","1","0","0","0","","","2023cprize-31"
"Jodhaa Akbar","Ashutosh Gowariker","2008","other","1","0","0","0","0","0","0","1","","","2026cprize-31"
"John S. Chase – The Chase Residence","Heymann; Stephen Fox","2020","book","1","0","0","0","1","0","0","0","","","2023cprize-13"
"Jorge Elton Álamos: La cristalización de la naturaleza","García, Rubén","2025","book","1","0","0","0","0","0","0","1","","","2026cprize-51"
"Josiah McElheny: A Dictionary of Ideas (in Josiah McElheny: Some Pictures of the Infinite)","Helen Molesworth","2012","chapter","1","0","0","0","1","0","0","0","","","2023cprize-31"
"Journeys: How Travelling Fruit, Ideas and Buildings Rearrange Our Environment","Giovanna Borasi; Kozy Amemiya; Erika Beyer","2010","book","1","0","0","1","0","0","0","0","environmental","","2022cprize-30"
"Juju Fission: Women's Alternative Fictions from the Sahara, the Kalahari, and the Oases In-Between","Chikwenye Okonjo Ogunyemi","2007","book","1","0","0","0","0","0","1","0","","","2025cprize-22"
"July 10, 2019, Rainfall Event Modelling Report","SWBNO","2019","report","1","0","0","1","0","0","0","0","","","2022cprize-11"
"Junkspace","Rem Koolhaas","2002","article","1","0","0","0","0","0","1","0","","","2025cprize-01"
"Just air? Spatial injustice and the politicisation of air pollution","Anneleen Kenis; et al.","2022","article","1","0","0","0","1","0","0","0","","space, injustice, air","2023cprize-14"
"Just City Lab","","","website","1","0","1","0","0","0","0","0","","city","2021cprize-27"
"Just Enough: Lessons in Living Green From Traditional Japan","Azby Brown","2013","book","1","1","0","0","0","0","0","0","","","2020cprize-58"
"Just how public is the Seattle public library","Shannon Mattern","2003","article","1","0","1","0","0","0","0","0","","public","2021cprize-05"
"K(no)w Vacancy: From NY to PA, Urban Land Maps Support Reclaiming Abandoned Lots","A. Schless-Meier","2013","article","1","0","0","1","0","0","0","0","","land, urban","2022cprize-13"
"Kafka and Noise","Kata Gellen","2019","book","1","0","1","0","0","0","0","0","","","2021cprize-05"
"Kaiaulu: Gathering Tides","Mehana Blaich Vaughan","2018","book","1","0","1","0","0","0","0","0","","","2021cprize-35"
"Keeping the Lights On: Oil Shocks, Coal Strikes, and the Rise of Electroculture","David Thomas","2018","article","1","0","1","0","0","0","0","0","","oil","2021cprize-52"
"Keeping Time: The History and Theory of Preservation in America, 5th ed.","William J. Murtagh","2005","book","1","0","0","0","0","0","0","1","","theory, history, preservation","2026cprize-14"
"Key Thinkers on Cities","Regan Koch; Alan Latham","2017","book","1","0","0","1","0","0","0","0","","","2022cprize-24"
"Kitchen Table Sustainability: Practical Recipes for Community Engagement with Sustainability","W. Sarkissian","2009","book","1","0","1","0","0","0","0","0","sustainable, community","sustainability","2021cprize-21"
"Klima Külmavõitu/Climate: Coldish","","2018","article","1","1","0","0","0","0","0","0","climate","climate","2020cprize-05"
"Knowledge Is Beautiful","D. McCandless","2014","book","1","0","0","0","0","0","0","1","","knowledge","2026cprize-24"
"Knowledge Space Eco-Technics: Designing Life-Forms and Life Ways at Biosphere 2, 1974-1994","Meredith Sattler","2019","other","1","0","1","0","0","0","0","0","","space, knowledge","2021cprize-47"
"Korbous, Tunisia: Negating the Hammam (in Curing the Colonizers)","Eric T. Jennings","2006","chapter","1","0","0","0","1","0","0","0","","","2023cprize-15"
"Koshirakura Landscape Workshop. In Search of Context: Working with the Force of Erasure","S. Egashira","2015","article","1","0","0","0","1","0","0","0","","landscape","2023cprize-17"
"Koyaanisqatsi","Godfrey Reggio","1982","other","1","0","0","0","0","0","0","1","","","2026cprize-30"
"Koyaanisqatsi: Life Out of Balance","Godfrey Reggio","1982","film","1","0","0","1","0","0","0","0","","","2022cprize-02"
"Kuwait Transformed: A History of Oil and Urban Life","Farah Al-Nakib","","book","1","1","0","0","0","0","0","0","","history, oil, urban","2020cprize-29"
"L.A. City Limits: African American Los Angeles from the Great Depression to the Present","Josh Sides","2003","book","1","0","0","0","0","0","0","1","","city","2026cprize-61"
"La Donna e Mobile: Agoraphobia, Women, and Urban Space","Esther da Costa Meyer","1996","chapter","1","1","0","0","0","0","0","0","","space, urban","2020cprize-54"
"La Parole","Pablo Reinoso","1998","other","1","0","0","1","0","0","0","0","","","2022cprize-28"
"La Veille du Ciel: Aquarelles Météorologiques d'André des Gachons (1871–1951)","De Gachons, André; Martine Tabeaud; Xavier Browaeys","2025","book","1","0","0","0","0","0","0","1","","","2026cprize-59"
"La Vivienda, patrimonio humano dentro de la sociedad","R. González","2012","article","1","0","1","0","0","0","0","0","","","2021cprize-12"
"Labor in the Logistical Drawing","Meredith TenHoor","2015","article","1","1","0","0","0","0","0","0","","drawing, labor","2020cprize-46"
"Laborers Hired to Construct a Trade School in Newark Describe Conditions on Job Site","Thomas Wiedmann","2022","article","1","0","0","0","1","0","0","0","","site","2023cprize-08"
"LabStudio: Design Research Between Architecture and Biology","Jenny Sabin; Peter Lloyd Jones","2017","book","1","1","0","0","0","0","0","0","","research, design, architecture","2020cprize-49"
"Lacan contra Foucault: Subjectivity, Sex, Politics","Nadia Bou Ali","2018","book","1","0","0","0","1","0","0","0","","","2023cprize-03"
"Lafayette Park Detroit","Charles Waldheim","2004","book","1","0","1","0","0","0","0","0","","park","2021cprize-15"
"Lahaina Long-term Recovery Plan Draft","","2024","report","1","0","0","0","0","0","1","0","","plan","2025cprize-14"
"Land and Power in Hawaii: The Democratic Years","George Cooper; Gavan Daws","1990","book","1","0","0","0","0","1","0","0","","land","2024cprize-43"
"Land Speculation and Community Investment: Community Facilities Planners in California City","Shannon Starkey","2020","chapter","1","1","0","0","0","0","0","0","community","speculate, land, city","2020cprize-43"
"Land Tenure, Disasters and Vulnerability","Andreana Reale; John Handmer","2011","article","1","1","0","0","0","0","0","0","","land","2020cprize-32"
