"title","authors","year_published","type","genre","description","publisher","journal","container_title","isbn","total_citations","2020","2021","2022","2023","2024","2025","2026","source_syllabi"
"How to Lie with Maps","Mark Monmonier","1991","book","Cartography; Deception; G108.7 .m66 1991; 910/.0148","Originally published to wide acclaim, this lively, cleverly illustrated essay on the use and abuse of maps teaches us how to evaluate maps critically and promotes a healthy skepticism about these easy-to-manipulate models of reality. Monmonier shows that, despite their immense value, maps lie. In fact, they must. To show how maps distort, Monmonier introduces basic principles of mapmaking, give","University of Chicago Press","","","9780226534145","1","1","0","0","0","0","0","0","2020cprize-54"
"How to Read Architecture: An Introduction to Interpreting the Built Environment","Paulette Singley","","book","","","","","","","1","0","1","0","0","0","0","0","2021cprize-53"
"How to transform sinking cities into landscapes that fight floods","Kotchakorn Voraakhom","","other","","","","","","","1","1","0","0","0","0","0","0","2020cprize-38"
"How Trees Talk to Each Other","Suzanne Simard","","other","","","","","","","1","0","0","0","0","0","1","0","2025cprize-22"
"Howard University Sustainability Master Plan","Howard University","","report","","","","","","","1","1","0","0","0","0","0","0","2020cprize-69"
"Human Agency, Climate Change, and Culture: An Archaeological Perspective","F. A. Hassan","2016","chapter","","","Routledge","","Anthropology and Climate Change: From Encounters to Actions","","1","0","1","0","0","0","0","0","2021cprize-63"
"Human Aspects of Urban Form","Amos Rapoport","","book","Geographical perception; Environmental aspects; Environmental aspects of Architecture; Architecture; City planning","","","","","9781483182162","1","0","1","0","0","0","0","0","2021cprize-12"
"Human Extinction and the Pandemic Imaginary","Christos Lynteris","2019","book","Epidemics; Extinction (biology); Biological disasters; Biological Extinction; Extinction (Biologie)","""This book develops an examination and critique of human extinction as a result of the 'next pandemic' and turns attention towards the role of pandemic catastrophe in the renegotiation of what it means to be human. Nested in debates among anthropologists, philosophers, social theorists and STS scholars, the book argues that global fascination with the 'next pandemic' stems not so much from an anti","Taylor & Francis","","","9780429322051","1","0","0","0","1","0","0","0","2023cprize-12"
"Human Spaces: The Global Impact of Biophilic Design in the Workplace","Bill Browning; Cary Cooper","2015","report","","","Interface","","","","1","0","1","0","0","0","0","0","2021cprize-40"
"Human Sustainable Urbanism: In Pursuit of Ecological and Social-Cultural Sustainability","Derya Oktay","2011","article","","","","Procedia: Social and Behavioral Sciences","","","1","1","0","0","0","0","0","0","2020cprize-58"
"Humanists as Builders","","2018","article","","","","PMLA","","","1","0","1","0","0","0","0","0","2021cprize-10"
"Humanization","Michelle Maiese","2003","website","","","","Beyond Intractability","","","1","0","0","0","0","0","1","0","2025cprize-25"
"Hungry City: How Food Shapes Our Lives","Carolyn Steel","2013","book","","","Vintage","","","","1","0","0","0","0","1","0","0","2024cprize-11"
"Hurricane Harvey's Aftermath: Place, Race, and Inequality in Disaster Recovery","Kevin M. Fitzpatrick; Matthew L. Spialek","2020","book","","","New York University Press","","","","1","0","0","0","0","0","1","0","2025cprize-35"
"Hybrid Factory, Hybrid City","Nina Rappaport","2023","book","Architecture","","Actar D Inc","","","9781638400318","1","0","0","0","0","0","1","0","2025cprize-26"
"Hybrid Intelligence in Architectural Robotic Materialization (HI-ARM): Computational, Fabrication and Material Intelligence for Multi-Mode Robotic Production of Multi-Scale and Multi-Material Systems","S. Mostafavi","2021","book","","","TU Delft A+BE publisher","","","","1","0","0","0","0","1","0","0","2024cprize-37"
"Hydrofeminism: Or, On Becoming a Body of Water","A. Neimanis","2012","chapter","","","","","Undutiful Daughters: Mobilizing Future Concepts, Bodies and Subjectivities in Feminist Thought and Practice","","1","0","0","1","0","0","0","0","2022cprize-22"
"Hydrological basemaps and watershed datasets","HydroSHEDS","","website","","","","","","","1","0","0","0","0","0","0","1","2026cprize-51"
"Hydronic System and Method for Heating and Cooling a Building","A. Tsamis; T. Borca; Y. Hwang","2024","other","","","","","","","1","0","0","0","0","0","0","1","2026cprize-66"
"Hypernatural: Architecture's New Relationship with Nature","Blaine Brownell; Marc Swackhamer","2015","book","","","Princeton Architectural Press","","","","1","0","1","0","0","0","0","0","2021cprize-47"
"Hyperobjects","Timothy Morton","2012","book","Nature conservation; Ecology, philosophy; Object (Philosophy); The Future","","University of Minnesota Press","","","9780816689231","1","0","0","0","1","0","0","0","2023cprize-05"
"Hyposubjects","Timothy Morton; Dominic Boyer","","book","","","","","","9781785420955","1","0","1","0","0","0","0","0","2021cprize-02"
"Högbergsgatan with Doctor Levin","Josabeth Sjöberg","1870","other","","","","","","","1","0","0","1","0","0","0","0","2022cprize-28"
"I Want to Become Architecture","Allan Wexler","2002","other","","","","","","","1","0","0","1","0","0","0","0","2022cprize-28"
"Iatrogenic Architecture: Unreliable Narratives of Sustainability","Kiel Moe","2015","article","","","","Harvard Design Magazine","","","1","1","0","0","0","0","0","0","2020cprize-67"
"ICC A117.1 Accessible and Usable Buildings and Facilities","ICC","2009","report","","","","","","","1","1","0","0","0","0","0","0","2020cprize-50"
"Ideas and Integrities: A Spontaneous Autobiographical Disclosure","Richard Buckminster Fuller; Jaime Snyder","","book","","","","","","9780134491400","1","0","0","0","0","1","0","0","2024cprize-42"
"Identity Production in Postcolonial Indian Architecture: Re-Covering What We Never Had","Vikramaditya Prakash","1997","chapter","","","Princeton Architectural Press","","","","1","0","0","1","0","0","0","0","2022cprize-20"
"IESNA Lighting Ready Reference: A Compendium of Materials from the IESNA Lighting Handbook, 9th Edition: Lighting Fundamentals","R. Harrold; D. Mennie","2003","book","","","Illuminating Engineering Society of North America","","","","1","0","1","0","0","0","0","0","2021cprize-11"
"If toxic air is a monument to slavery, how do we take it down?","Forensic Architecture","2021","other","","","","","","","1","0","0","0","1","0","0","0","2023cprize-14"
"Illinois: A History of the Land and Its People","Roger Biles","","book","","","Northern Illinois University Press","","","","1","0","0","1","0","0","0","0","2022cprize-19"
"Illustrated Guideline on Sustainability for Rehabilitating Historic Buildings","National Parks Service","2013","report","","","U.S. Department of the Interior","","","","1","0","1","0","0","0","0","0","2021cprize-29"
"Imaginaries of Resilience","Lizzie Yarina","2024","chapter","","","Routledge","","Landscapes of Water: Co-designing Hope in the Climate Crisis","","1","0","0","0","0","0","1","0","2025cprize-18"
"Imaginary Landscapes","Georg Bohle","2012","other","","","","","","","1","0","0","1","0","0","0","0","2022cprize-28"
"Imagination: A Manifesto","Ruha Benjamin","2024","book","","","Norton","","","","1","0","0","0","0","0","1","0","2025cprize-31"
"Imagine Boston 2030","","","website","","","","","","","1","1","0","0","0","0","0","0","2020cprize-66"
"Imaging Terra Incognita: The Disciplinary Gaze of Empire","Ella Shohat","1991","article","","","","","","","1","0","0","0","0","1","0","0","2024cprize-05"
"Imagining and Making the World: Reconsidering Architecture and Utopia","N. Coleman (Ed.)","2011","book","","","Lang","","","","1","0","0","0","1","0","0","0","2023cprize-12"
"Imagining Retreat","Rosetta S. Elkin","2019","chapter","","","","","Future of the American City","","1","1","0","0","0","0","0","0","2020cprize-62"
"Imagining the Future of Climate Change: World Making through Science Fiction and Activism","Shelly Streeby","2018","book","","","","","","","1","0","0","0","0","0","0","1","2026cprize-15"
"Imagining the Modern: Architecture and Urbanism of the Pittsburgh Renaissance","Michael Kubo","2019","book","","","The Monacelli Press","","","","1","0","1","0","0","0","0","0","2021cprize-43"
"Imago Mundi V. Gold Silver Map","Adriana Bustos","2014","other","","","","","","","1","0","0","1","0","0","0","0","2022cprize-28"
"Immaterial Labor","Maurizio Lazzarato","1996","chapter","","","University of Minnesota Press","","Radical Thought in Italy: A Potential Politics","","1","1","0","0","0","0","0","0","2020cprize-46"
"Imminent Commons: The Expanded City","Alejandro Zaera; Jeffrey S. Anderson","","book","Architecture","","","","","9781638409038","1","1","0","0","0","0","0","0","2020cprize-51"
"Impact and collective empathy","Dana Cupkova; E. Kripa; L. Vasey","2020","article","","","","International Journal of Architectural Computing","","","1","0","1","0","0","0","0","0","2021cprize-14"
"Impact Assessment Agency of Canada","Government of Canada","2021","website","","","","","","","1","0","0","1","0","0","0","0","2022cprize-31"
"Impact of Climate Change in Houston TX: Resilient Residential Buildings and Equitable Design","R. Montelli; M. Kyropoulou","2022","other","","","","ARCC-EAAE 2022 Conference","","","1","0","0","0","1","0","0","0","2023cprize-28"
"Impact of Climate Change: Thermal and Energy Performance of Facade Types in Different Climates","A. Aksamija; T. Peters","2016","other","","","","Proceedings of the Facade World Congress","","","1","0","1","0","0","0","0","0","2021cprize-01"
"Impact of Contour on Aesthetic Judgments and Approach–Avoidance Decisions in Architecture","Oshin Vartanian; Amir V. Navarrete; Anjan Chatterjee; Martin Skov; Dirk B. Walther","2013","article","","","","Proceedings of the National Academy of Sciences","","","1","0","0","0","0","0","0","1","2026cprize-43"
"Impact of Occupants' Demographics on Indoor Environmental Quality Satisfaction in the Workplace","S. Bae; A.O. Asojo; C.S. Martin","2019","article","","","","Building Research & Information","","","1","0","1","0","0","0","0","0","2021cprize-40"
"Impact of Retrofitting Energy-Efficient Design Strategies on Energy Use of Existing Commercial Buildings: Comparative Study of Low-Impact and Deep Retrofit Strategies","A. Aksamija","2017","article","","","","Journal of Green Building","","","1","0","1","0","0","0","0","0","2021cprize-01"
"Impact of Solar Radiation Modeling Strategies on Plant Growth in the Context of Urban Microclimate","S. Subramaniam; M. Kyropoulou; S. Hoffmann","2020","other","","","","SimAUD Conference Proceedings","","","1","0","0","0","1","0","0","0","2023cprize-28"
"Impact of ventilation method on residential indoor PM dispersion during dust storm events in Saudi Arabia","Amos Kalua; Soo Jeong Jo; Seyedreza Fateminasab; Sana'a Al-Rqaibat; Christoph Opitz","2019","article","","","","Architectural Engineering and Design Management","","","1","0","1","0","0","0","0","0","2021cprize-62"
"Impacts of Climate Change on Settlements and Infrastructure in the Coastal and Marine Environments of Caribbean Small Island Developing States (SIDS)","A. Cashman; M. Nagdee","2017","chapter","","","","","Caribbean Marine Climate Change Report Card: Science Review","","1","0","0","0","0","0","0","1","2026cprize-10"
"Imperative to Reimagine the Planet","Gayatri Spivak","2013","chapter","","","","","An Aesthetic Education in the Era of Globalization","","1","1","0","0","0","0","0","0","2020cprize-21"
"Imperial Oil: The Anatomy of a Nigerian Oil Insurgency","Michael Watts","","chapter","","","","","The Energy Humanities","","1","1","0","0","0","0","0","0","2020cprize-25"
"Imperial San Francisco: Urban Power, Earthly Ruin","Gray Brechin","2007","book","","","University of California Press","","","","1","0","0","1","0","0","0","0","2022cprize-02"
"Imperialism, Orientalism and the Environment in the Middle East","Diane K. Davis","2011","chapter","","","","","Environmental Imaginaries of the Middle East and North Africa","","1","1","0","0","0","0","0","0","2020cprize-17"
"Implantaciones humanas y ocupación del espacio en la provincia de Loja, durante la epoca prehispánica","J. Guffroy","1986","article","","","","Revista Cultura","","","1","0","0","0","0","1","0","0","2024cprize-03"
"Improving Daylighting in Existing Classrooms Using Laser Cut Panels","Rania Labib","2013","article","","","","Lighting Research and Technology","","","1","0","1","0","0","0","0","0","2021cprize-58"
"Improving Multi-Stakeholder Collaboration for a Resilient Water and Sanitation Sector in Dhaka, Bangladesh","S. S. Alam; J. Taub; A. T. M. J. Alam","2016","chapter","","","Routledge","","Responding to Climate Change in Asian Cities: Governance for a more Resilient Urban Future","","1","0","1","0","0","0","0","0","2021cprize-63"
